Site,F01,F12,F23,F34,F45,F56,F67,F78,F89,F910,F1011,F1112,F1213,F1314,F1415,F15,Sites,Site,Year,Month,Day,Hour,Rep,Sites
27174,199,196,4501,271,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,19,6,TE11_20170728_190000.wav5
27175,1200,1009,2542,401,0,0,0,15,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,20,1,TE11_20170728_200000.wav
27176,1423,1213,2041,471,0,0,0,19,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,20,2,TE11_20170728_200000.wav1
27177,1310,948,2486,398,0,0,0,25,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,20,3,TE11_20170728_200000.wav2
27178,1154,1394,1947,659,0,0,0,13,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,20,4,TE11_20170728_200000.wav3
27179,1405,1372,1923,450,0,0,0,17,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,20,5,TE11_20170728_200000.wav4
27180,1192,1594,1980,387,0,0,0,13,1,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,20,6,TE11_20170728_200000.wav5
27181,2087,1900,958,222,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,21,1,TE11_20170728_210000.wav
27182,1810,1811,1409,137,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,21,2,TE11_20170728_210000.wav1
27183,2213,1374,1297,280,0,0,0,3,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,21,3,TE11_20170728_210000.wav2
27184,1881,1746,1387,147,1,0,0,4,1,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,21,4,TE11_20170728_210000.wav3
27185,1468,1533,1934,230,0,0,0,2,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,21,5,TE11_20170728_210000.wav4
27186,2155,1648,1141,222,0,0,0,1,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,21,6,TE11_20170728_210000.wav5
27187,835,1357,2849,126,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,22,1,TE11_20170728_220000.wav
27188,889,1407,2793,78,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,22,2,TE11_20170728_220000.wav1
27189,798,987,3336,46,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,22,3,TE11_20170728_220000.wav2
27190,1062,1761,2263,81,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,22,4,TE11_20170728_220000.wav3
27191,573,1197,3348,49,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,22,5,TE11_20170728_220000.wav4
27192,940,1851,2268,107,1,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,22,6,TE11_20170728_220000.wav5
27193,246,841,3938,142,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,23,1,TE11_20170728_230000.wav
27194,330,445,4235,157,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,23,2,TE11_20170728_230000.wav1
27195,261,578,4178,150,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,23,3,TE11_20170728_230000.wav2
27196,216,561,4213,177,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,23,4,TE11_20170728_230000.wav3
27197,202,666,4194,105,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,23,5,TE11_20170728_230000.wav4
27198,452,1147,3417,151,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,28,23,6,TE11_20170728_230000.wav5
27199,112,1096,3942,17,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,0,1,TE11_20170729_000000.wav
27200,67,806,4276,18,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,0,2,TE11_20170729_000000.wav1
27201,76,690,4350,51,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,0,3,TE11_20170729_000000.wav2
27202,64,717,4340,46,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,0,4,TE11_20170729_000000.wav3
27203,89,936,4086,56,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,0,5,TE11_20170729_000000.wav4
27204,38,667,4376,86,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,0,6,TE11_20170729_000000.wav5
27205,204,1273,3664,25,1,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,1,1,TE11_20170729_010000.wav
27206,102,851,4204,10,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,1,2,TE11_20170729_010000.wav1
27207,243,881,4032,11,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,1,3,TE11_20170729_010000.wav2
27208,255,933,3962,17,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,1,4,TE11_20170729_010000.wav3
27209,176,878,4110,2,1,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,1,5,TE11_20170729_010000.wav4
27210,89,1137,3933,8,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,1,6,TE11_20170729_010000.wav5
27211,478,542,4097,49,1,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,2,1,TE11_20170729_020000.wav
27212,624,799,3714,30,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,2,2,TE11_20170729_020000.wav1
27213,245,858,4043,21,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,2,3,TE11_20170729_020000.wav2
27214,564,936,3626,41,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,2,4,TE11_20170729_020000.wav3
27215,283,1042,3805,37,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,2,5,TE11_20170729_020000.wav4
27216,919,801,3397,50,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,2,6,TE11_20170729_020000.wav5
27217,430,1144,3586,4,3,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,3,1,TE11_20170729_030000.wav
27218,168,1337,3657,5,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,3,2,TE11_20170729_030000.wav1
27219,167,1178,3809,13,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,3,3,TE11_20170729_030000.wav2
27220,101,1190,3869,7,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,3,4,TE11_20170729_030000.wav3
27221,131,1614,3416,3,3,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,3,5,TE11_20170729_030000.wav4
27222,86,1274,3800,6,1,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,3,6,TE11_20170729_030000.wav5
27223,130,1051,3974,12,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,7,1,TE11_20170729_070000.wav
27224,254,907,3998,8,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,7,2,TE11_20170729_070000.wav1
27225,80,1039,4047,1,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,7,3,TE11_20170729_070000.wav2
27226,71,1098,3985,13,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,7,4,TE11_20170729_070000.wav3
27227,31,1211,3915,9,1,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,7,5,TE11_20170729_070000.wav4
27228,97,941,4123,6,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,7,6,TE11_20170729_070000.wav5
27229,61,769,4310,27,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,8,1,TE11_20170729_080000.wav
27230,2,676,4452,37,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,8,2,TE11_20170729_080000.wav1
27231,15,641,4452,59,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,8,3,TE11_20170729_080000.wav2
27232,108,613,4405,41,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,8,4,TE11_20170729_080000.wav3
27233,258,1040,3856,13,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,8,5,TE11_20170729_080000.wav4
27234,521,730,3887,29,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,8,6,TE11_20170729_080000.wav5
27235,3066,0,6,2087,8,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,9,1,TE11_20170729_090000.wav
27236,3456,0,4,1703,4,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,9,2,TE11_20170729_090000.wav1
27237,3810,0,5,1341,2,9,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,9,3,TE11_20170729_090000.wav2
27238,4230,1,5,918,10,3,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,9,4,TE11_20170729_090000.wav3
27239,4695,8,2,461,1,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,9,5,TE11_20170729_090000.wav4
27240,4701,18,1,443,4,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,9,6,TE11_20170729_090000.wav5
27241,1117,285,1439,2326,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,10,1,TE11_20170729_100000.wav
27242,1245,566,2155,1201,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,10,2,TE11_20170729_100000.wav1
27243,1434,731,3001,1,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,10,3,TE11_20170729_100000.wav2
27244,1670,682,2812,3,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,10,4,TE11_20170729_100000.wav3
27245,2026,762,2376,3,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,10,5,TE11_20170729_100000.wav4
27246,1794,631,2740,2,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,10,6,TE11_20170729_100000.wav5
27247,2246,774,2144,2,1,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,11,1,TE11_20170729_110000.wav
27248,1678,986,2500,0,3,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,11,2,TE11_20170729_110000.wav1
27249,1474,1010,2644,37,2,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,11,3,TE11_20170729_110000.wav2
27250,1255,1098,2573,233,8,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,11,4,TE11_20170729_110000.wav3
27251,865,392,1014,2896,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,11,5,TE11_20170729_110000.wav4
27252,761,133,446,3827,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,11,6,TE11_20170729_110000.wav5
27253,3858,215,1081,13,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,12,1,TE11_20170729_120000.wav
27254,3433,507,1177,50,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,12,2,TE11_20170729_120000.wav1
27255,3559,469,699,438,2,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,12,3,TE11_20170729_120000.wav2
27256,1836,53,61,3217,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,12,4,TE11_20170729_120000.wav3
27257,750,0,3,4414,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,12,5,TE11_20170729_120000.wav4
27258,1188,0,2,3977,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,12,6,TE11_20170729_120000.wav5
27259,62,956,4128,21,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,13,1,TE11_20170729_130000.wav
27260,61,974,4120,12,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,13,2,TE11_20170729_130000.wav1
27261,182,1065,3911,9,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,13,3,TE11_20170729_130000.wav2
27262,144,1216,3806,1,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,13,4,TE11_20170729_130000.wav3
27263,35,1195,3937,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,13,5,TE11_20170729_130000.wav4
27264,25,887,4253,2,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,13,6,TE11_20170729_130000.wav5
27265,158,916,4067,26,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,14,1,TE11_20170729_140000.wav
27266,495,917,3742,13,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,14,2,TE11_20170729_140000.wav1
27267,1658,882,2616,11,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,14,3,TE11_20170729_140000.wav2
27268,2857,611,1693,5,1,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,14,4,TE11_20170729_140000.wav3
27269,3621,472,1070,4,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,14,5,TE11_20170729_140000.wav4
27270,4859,144,155,9,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,14,6,TE11_20170729_140000.wav5
27271,22,24,1040,4081,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,18,1,TE11_20170729_180000.wav
27272,11,0,879,4277,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,18,2,TE11_20170729_180000.wav1
27273,0,0,49,5118,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,18,3,TE11_20170729_180000.wav2
27274,0,0,59,5108,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,18,4,TE11_20170729_180000.wav3
27275,0,0,36,5131,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,18,5,TE11_20170729_180000.wav4
27276,60,172,1689,3246,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,18,6,TE11_20170729_180000.wav5
27277,18,876,4273,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,19,1,TE11_20170729_190000.wav
27278,28,651,4488,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,19,2,TE11_20170729_190000.wav1
27279,215,732,4218,2,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,19,3,TE11_20170729_190000.wav2
27280,48,703,4416,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,19,4,TE11_20170729_190000.wav3
27281,43,778,4346,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,19,5,TE11_20170729_190000.wav4
27282,48,791,4328,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,19,6,TE11_20170729_190000.wav5
27283,167,2042,2958,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,20,1,TE11_20170729_200000.wav
27284,400,1989,2776,0,0,2,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,20,2,TE11_20170729_200000.wav1
27285,612,2024,2531,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,20,3,TE11_20170729_200000.wav2
27286,525,1927,2715,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,20,4,TE11_20170729_200000.wav3
27287,523,2215,2428,1,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,20,5,TE11_20170729_200000.wav4
27288,520,1760,2886,1,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,20,6,TE11_20170729_200000.wav5
27289,71,1186,3904,5,1,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,21,1,TE11_20170729_210000.wav
27290,145,1467,3551,4,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,21,2,TE11_20170729_210000.wav1
27291,47,1467,3650,3,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,21,3,TE11_20170729_210000.wav2
27292,58,1029,4078,2,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,21,4,TE11_20170729_210000.wav3
27293,22,608,4535,2,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,21,5,TE11_20170729_210000.wav4
27294,13,986,4168,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,21,6,TE11_20170729_210000.wav5
27295,63,1221,3882,0,0,1,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,22,1,TE11_20170729_220000.wav
27296,65,1037,4065,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,22,2,TE11_20170729_220000.wav1
27297,19,939,4207,1,0,1,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,22,3,TE11_20170729_220000.wav2
27298,38,1145,3983,1,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,22,4,TE11_20170729_220000.wav3
27299,33,1019,4111,4,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,22,5,TE11_20170729_220000.wav4
27300,14,667,4482,4,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,22,6,TE11_20170729_220000.wav5
27301,84,1707,3376,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,23,1,TE11_20170729_230000.wav
27302,70,1763,3333,1,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,23,2,TE11_20170729_230000.wav1
27303,14,1617,3535,1,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,23,3,TE11_20170729_230000.wav2
27304,28,2064,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,23,4,TE11_20170729_230000.wav3
27305,63,1893,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,23,5,TE11_20170729_230000.wav4
27306,41,1371,3755,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,29,23,6,TE11_20170729_230000.wav5
27307,50,678,4439,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,0,1,TE11_20170730_000000.wav
27308,43,802,4322,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,0,2,TE11_20170730_000000.wav1
27309,10,547,4608,0,0,2,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,0,3,TE11_20170730_000000.wav2
27310,50,903,4211,1,0,2,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,0,4,TE11_20170730_000000.wav3
27311,30,918,4216,3,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,0,5,TE11_20170730_000000.wav4
27312,74,868,4225,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,0,6,TE11_20170730_000000.wav5
27313,3,1084,4080,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,1,1,TE11_20170730_010000.wav
27314,29,1105,4033,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,1,2,TE11_20170730_010000.wav1
27315,0,919,4247,0,0,1,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,1,3,TE11_20170730_010000.wav2
27316,22,723,4421,0,0,1,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,1,4,TE11_20170730_010000.wav3
27317,1,913,4253,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,1,5,TE11_20170730_010000.wav4
27318,7,863,4297,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,1,6,TE11_20170730_010000.wav5
27319,0,785,4350,31,0,1,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,2,1,TE11_20170730_020000.wav
27320,0,888,4240,39,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,2,2,TE11_20170730_020000.wav1
27321,0,1002,4123,42,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,2,3,TE11_20170730_020000.wav2
27322,0,934,4181,52,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,2,4,TE11_20170730_020000.wav3
27323,0,893,4226,48,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,2,5,TE11_20170730_020000.wav4
27324,0,926,4224,17,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,2,6,TE11_20170730_020000.wav5
27325,15,1298,3805,49,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,3,1,TE11_20170730_030000.wav
27326,5,1445,3685,32,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,3,2,TE11_20170730_030000.wav1
27327,35,1214,3831,87,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,3,3,TE11_20170730_030000.wav2
27328,4,1310,3788,65,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,3,4,TE11_20170730_030000.wav3
27329,5,1223,3888,51,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,3,5,TE11_20170730_030000.wav4
27330,33,1324,3773,37,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,3,6,TE11_20170730_030000.wav5
27331,117,445,4603,1,1,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,7,1,TE11_20170730_070000.wav
27332,27,389,4751,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,7,2,TE11_20170730_070000.wav1
27333,18,298,4851,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,7,3,TE11_20170730_070000.wav2
27334,6,490,4671,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,7,4,TE11_20170730_070000.wav3
27335,9,392,4766,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,7,5,TE11_20170730_070000.wav4
27336,1,219,4947,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,7,6,TE11_20170730_070000.wav5
27337,18,364,4780,5,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,8,1,TE11_20170730_080000.wav
27338,4,175,4985,3,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,8,2,TE11_20170730_080000.wav1
27339,6,187,4974,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,8,3,TE11_20170730_080000.wav2
27340,0,185,4982,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,8,4,TE11_20170730_080000.wav3
27341,0,199,4968,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,8,5,TE11_20170730_080000.wav4
27342,0,189,4978,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,8,6,TE11_20170730_080000.wav5
27343,553,51,1990,2573,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,9,1,TE11_20170730_090000.wav
27344,270,36,1443,3418,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,9,2,TE11_20170730_090000.wav1
27345,145,31,1707,3284,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,9,3,TE11_20170730_090000.wav2
27346,202,121,3000,1844,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,9,4,TE11_20170730_090000.wav3
27347,62,143,3769,1193,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,9,5,TE11_20170730_090000.wav4
27348,40,208,4732,187,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,9,6,TE11_20170730_090000.wav5
27349,0,92,5075,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,10,1,TE11_20170730_100000.wav
27350,0,135,5032,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,10,2,TE11_20170730_100000.wav1
27351,0,150,5017,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,10,3,TE11_20170730_100000.wav2
27352,0,138,5029,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,10,4,TE11_20170730_100000.wav3
27353,0,143,5024,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,10,5,TE11_20170730_100000.wav4
27354,0,130,5037,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,10,6,TE11_20170730_100000.wav5
27355,0,124,5043,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,11,1,TE11_20170730_110000.wav
27356,0,127,5040,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,11,2,TE11_20170730_110000.wav1
27357,0,236,4931,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,11,3,TE11_20170730_110000.wav2
27358,0,249,4918,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,11,4,TE11_20170730_110000.wav3
27359,0,168,4999,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,11,5,TE11_20170730_110000.wav4
27360,0,187,4980,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,11,6,TE11_20170730_110000.wav5
27361,95,392,4680,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,12,1,TE11_20170730_120000.wav
27362,87,253,4827,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,12,2,TE11_20170730_120000.wav1
27363,0,253,4914,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,12,3,TE11_20170730_120000.wav2
27364,4,450,4713,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,12,4,TE11_20170730_120000.wav3
27365,0,181,4986,0,0,0,0,0,0,0,0,0,0,0,0,0,Teleferico,TE11,2017,7,30,12,5,TE11_20170730_120000.wav4
