Site,F01,F12,F23,F34,F45,F56,F67,F78,F89,F910,F1011,F1112,F1213,F1314,F1415,F15,Sites,Site,Year,Month,Day,Hour,Rep,Sites
10680,4752,231,95,87,2,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,13,6,CE08_20180210_130000.wav5
10681,3571,8,1259,329,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,14,1,CE08_20180210_140000.wav
10682,2891,5,1923,347,1,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,14,2,CE08_20180210_140000.wav1
10683,4291,8,774,93,1,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,14,3,CE08_20180210_140000.wav2
10684,4343,19,740,65,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,14,4,CE08_20180210_140000.wav3
10685,3169,5,1846,146,1,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,14,5,CE08_20180210_140000.wav4
10686,3981,6,1094,84,1,0,1,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,14,6,CE08_20180210_140000.wav5
10687,15,0,2612,2540,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,18,1,CE08_20180210_180000.wav
10688,34,0,3242,1891,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,18,2,CE08_20180210_180000.wav1
10689,7,0,2691,2469,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,18,3,CE08_20180210_180000.wav2
10690,106,0,3790,1271,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,18,4,CE08_20180210_180000.wav3
10691,112,1,3882,1171,0,1,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,18,5,CE08_20180210_180000.wav4
10692,469,1,3379,1318,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,18,6,CE08_20180210_180000.wav5
10693,1131,33,2166,1837,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,19,1,CE08_20180210_190000.wav
10694,1032,48,2405,1682,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,19,2,CE08_20180210_190000.wav1
10695,1173,61,2252,1681,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,19,3,CE08_20180210_190000.wav2
10696,1098,11,2163,1895,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,19,4,CE08_20180210_190000.wav3
10697,1828,26,1806,1507,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,19,5,CE08_20180210_190000.wav4
10698,1568,90,2020,1489,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,19,6,CE08_20180210_190000.wav5
10699,1864,145,2503,651,4,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,20,1,CE08_20180210_200000.wav
10700,2116,48,2383,594,16,0,0,0,10,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,20,2,CE08_20180210_200000.wav1
10701,1924,185,2384,665,0,0,0,1,8,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,20,3,CE08_20180210_200000.wav2
10702,2027,204,2306,630,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,20,4,CE08_20180210_200000.wav3
10703,1979,47,2478,635,0,0,0,3,25,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,20,5,CE08_20180210_200000.wav4
10704,2096,165,2430,459,0,0,0,0,17,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,20,6,CE08_20180210_200000.wav5
10705,3778,148,1119,119,0,0,0,0,0,3,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,21,1,CE08_20180210_210000.wav
10706,3199,85,1702,179,1,0,0,1,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,21,2,CE08_20180210_210000.wav1
10707,3825,88,1057,168,26,0,0,1,2,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,21,3,CE08_20180210_210000.wav2
10708,3366,195,1285,306,10,0,0,3,2,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,21,4,CE08_20180210_210000.wav3
10709,3300,132,1131,604,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,21,5,CE08_20180210_210000.wav4
10710,3268,36,1398,464,0,0,0,0,0,1,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,21,6,CE08_20180210_210000.wav5
10711,2757,75,1677,644,0,0,0,0,14,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,22,1,CE08_20180210_220000.wav
10712,3394,74,1118,577,0,0,0,1,3,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,22,2,CE08_20180210_220000.wav1
10713,3633,64,1067,397,0,0,0,0,6,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,22,3,CE08_20180210_220000.wav2
10714,3391,85,1157,509,2,0,0,0,22,1,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,22,4,CE08_20180210_220000.wav3
10715,3285,127,1289,447,0,6,0,1,12,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,22,5,CE08_20180210_220000.wav4
10716,3103,69,1525,469,0,0,0,0,1,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,22,6,CE08_20180210_220000.wav5
10717,2028,228,1812,1099,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,23,1,CE08_20180210_230000.wav
10718,2662,174,1532,786,5,1,0,0,7,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,23,2,CE08_20180210_230000.wav1
10719,4294,48,483,324,18,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,23,3,CE08_20180210_230000.wav2
10720,4456,30,447,227,0,0,0,0,7,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,23,4,CE08_20180210_230000.wav3
10721,4257,109,585,216,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,23,5,CE08_20180210_230000.wav4
10722,2934,263,1553,417,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,10,23,6,CE08_20180210_230000.wav5
10723,2726,118,1851,463,0,0,0,0,9,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,0,1,CE08_20180211_000000.wav
10724,3161,88,1475,430,0,0,0,0,13,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,0,2,CE08_20180211_000000.wav1
10725,2673,106,1780,600,0,0,0,0,8,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,0,3,CE08_20180211_000000.wav2
10726,2344,102,1955,698,44,0,0,0,24,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,0,4,CE08_20180211_000000.wav3
10727,2382,50,2016,719,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,0,5,CE08_20180211_000000.wav4
10728,1874,82,2361,843,0,0,0,0,7,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,0,6,CE08_20180211_000000.wav5
10729,2783,287,1550,547,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,1,1,CE08_20180211_010000.wav
10730,2421,379,1629,736,0,0,0,0,2,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,1,2,CE08_20180211_010000.wav1
10731,2517,471,1475,701,0,0,0,0,3,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,1,3,CE08_20180211_010000.wav2
10732,2436,394,1829,506,0,0,0,0,2,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,1,4,CE08_20180211_010000.wav3
10733,2463,327,1899,478,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,1,5,CE08_20180211_010000.wav4
10734,2589,244,1659,675,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,1,6,CE08_20180211_010000.wav5
10735,2781,125,2138,123,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,2,1,CE08_20180211_020000.wav
10736,2807,238,1918,204,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,2,2,CE08_20180211_020000.wav1
10737,3263,105,1677,122,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,2,3,CE08_20180211_020000.wav2
10738,3318,399,1383,67,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,2,4,CE08_20180211_020000.wav3
10739,3692,164,1248,63,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,2,5,CE08_20180211_020000.wav4
10740,3349,305,1475,38,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,2,6,CE08_20180211_020000.wav5
10741,4075,207,796,89,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,3,1,CE08_20180211_030000.wav
10742,3709,409,953,96,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,3,2,CE08_20180211_030000.wav1
10743,4363,156,589,59,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,3,3,CE08_20180211_030000.wav2
10744,3768,302,1019,78,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,3,4,CE08_20180211_030000.wav3
10745,4023,412,656,76,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,3,5,CE08_20180211_030000.wav4
10746,3994,422,698,53,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,3,6,CE08_20180211_030000.wav5
10747,4839,41,122,145,20,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,7,1,CE08_20180211_070000.wav
10748,4814,35,203,112,3,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,7,2,CE08_20180211_070000.wav1
10749,4784,1,262,120,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,7,3,CE08_20180211_070000.wav2
10750,5074,0,66,24,2,1,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,7,4,CE08_20180211_070000.wav3
10751,4882,63,151,61,5,5,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,7,5,CE08_20180211_070000.wav4
10752,4772,6,230,155,4,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,7,6,CE08_20180211_070000.wav5
10753,4910,0,76,20,122,39,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,8,1,CE08_20180211_080000.wav
10754,4922,0,95,34,105,11,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,8,2,CE08_20180211_080000.wav1
10755,4705,0,276,81,102,3,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,8,3,CE08_20180211_080000.wav2
10756,4696,19,354,97,1,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,8,4,CE08_20180211_080000.wav3
10757,4853,7,289,17,1,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,8,5,CE08_20180211_080000.wav4
10758,4457,315,324,71,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,8,6,CE08_20180211_080000.wav5
10759,4995,1,38,107,26,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,9,1,CE08_20180211_090000.wav
10760,4752,0,322,82,11,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,9,2,CE08_20180211_090000.wav1
10761,4614,0,302,250,1,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,9,3,CE08_20180211_090000.wav2
10762,4659,2,253,244,9,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,9,4,CE08_20180211_090000.wav3
10763,4863,7,174,121,2,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,9,5,CE08_20180211_090000.wav4
10764,4828,50,104,148,35,2,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,9,6,CE08_20180211_090000.wav5
10765,4883,0,162,122,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,10,1,CE08_20180211_100000.wav
10766,5061,0,100,6,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,10,2,CE08_20180211_100000.wav1
10767,4900,0,88,179,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,10,3,CE08_20180211_100000.wav2
10768,5119,0,39,9,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,10,4,CE08_20180211_100000.wav3
10769,5088,43,33,3,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,10,5,CE08_20180211_100000.wav4
10770,5010,132,19,6,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,10,6,CE08_20180211_100000.wav5
10771,4538,8,487,133,1,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,11,1,CE08_20180211_110000.wav
10772,4531,3,409,219,4,0,1,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,11,2,CE08_20180211_110000.wav1
10773,4897,4,224,41,1,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,11,3,CE08_20180211_110000.wav2
10774,4688,0,251,128,100,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,11,4,CE08_20180211_110000.wav3
10775,4442,240,337,148,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,11,5,CE08_20180211_110000.wav4
10776,4554,0,452,161,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,11,6,CE08_20180211_110000.wav5
10777,4859,1,207,100,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,12,1,CE08_20180211_120000.wav
10778,4782,0,273,112,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,12,2,CE08_20180211_120000.wav1
10779,4555,0,226,386,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,12,3,CE08_20180211_120000.wav2
10780,4570,0,351,246,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,12,4,CE08_20180211_120000.wav3
10781,4694,0,288,185,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,12,5,CE08_20180211_120000.wav4
10782,4734,0,199,234,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,12,6,CE08_20180211_120000.wav5
10783,3329,0,55,1783,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,13,1,CE08_20180211_130000.wav
10784,4236,0,107,820,4,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,13,2,CE08_20180211_130000.wav1
10785,4172,0,58,937,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,13,3,CE08_20180211_130000.wav2
10786,4609,0,47,511,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,13,4,CE08_20180211_130000.wav3
10787,4782,0,2,383,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,13,5,CE08_20180211_130000.wav4
10788,4732,1,36,397,1,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,13,6,CE08_20180211_130000.wav5
10789,4769,256,90,39,12,1,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,14,1,CE08_20180211_140000.wav
10790,4720,236,157,46,7,1,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,14,2,CE08_20180211_140000.wav1
10791,4501,204,408,39,13,1,1,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,14,3,CE08_20180211_140000.wav2
10792,4364,207,546,34,13,2,1,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,14,4,CE08_20180211_140000.wav3
10793,4576,254,268,51,16,1,1,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,14,5,CE08_20180211_140000.wav4
10794,3980,134,924,122,7,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,14,6,CE08_20180211_140000.wav5
10795,327,0,4729,111,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,18,1,CE08_20180211_180000.wav
10796,39,0,4941,187,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,18,2,CE08_20180211_180000.wav1
10797,12,0,4989,166,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,18,3,CE08_20180211_180000.wav2
10798,6,0,4746,414,1,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,18,4,CE08_20180211_180000.wav3
10799,10,11,4778,358,10,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,18,5,CE08_20180211_180000.wav4
10800,233,18,4486,426,3,1,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,18,6,CE08_20180211_180000.wav5
10801,2349,41,1968,809,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,19,1,CE08_20180211_190000.wav
10802,1875,41,2648,603,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,19,2,CE08_20180211_190000.wav1
10803,2325,14,2394,434,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,19,3,CE08_20180211_190000.wav2
10804,2015,39,2343,770,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,19,4,CE08_20180211_190000.wav3
10805,2544,98,2242,283,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,19,5,CE08_20180211_190000.wav4
10806,2782,15,1752,607,0,11,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,19,6,CE08_20180211_190000.wav5
10807,3931,18,1170,47,0,0,0,0,1,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,20,1,CE08_20180211_200000.wav
10808,4732,45,373,13,0,0,0,0,4,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,20,2,CE08_20180211_200000.wav1
10809,4322,44,755,34,0,0,0,7,5,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,20,3,CE08_20180211_200000.wav2
10810,4243,14,878,32,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,20,4,CE08_20180211_200000.wav3
10811,4408,60,675,22,0,0,0,0,2,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,20,5,CE08_20180211_200000.wav4
10812,4306,64,780,17,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,20,6,CE08_20180211_200000.wav5
10813,3639,199,1017,306,0,0,0,3,2,1,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,21,1,CE08_20180211_210000.wav
10814,2657,149,1899,454,0,0,0,0,3,5,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,21,2,CE08_20180211_210000.wav1
10815,2272,27,1673,1185,0,0,0,0,2,8,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,21,3,CE08_20180211_210000.wav2
10816,2700,6,1328,1119,0,0,0,0,3,11,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,21,4,CE08_20180211_210000.wav3
10817,2355,45,1556,1205,0,0,0,0,0,6,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,21,5,CE08_20180211_210000.wav4
10818,1896,75,1740,1447,0,0,0,0,1,8,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,21,6,CE08_20180211_210000.wav5
10819,4082,399,539,125,0,0,0,2,20,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,22,1,CE08_20180211_220000.wav
10820,4172,267,505,157,0,0,0,8,58,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,22,2,CE08_20180211_220000.wav1
10821,4437,282,410,38,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,22,3,CE08_20180211_220000.wav2
10822,4290,312,485,59,0,0,0,2,19,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,22,4,CE08_20180211_220000.wav3
10823,4187,356,507,64,0,0,0,0,53,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,22,5,CE08_20180211_220000.wav4
10824,4383,317,430,33,4,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,22,6,CE08_20180211_220000.wav5
10825,3656,332,717,439,0,0,0,0,21,2,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,23,1,CE08_20180211_230000.wav
10826,2899,333,1002,911,0,0,0,0,22,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,23,2,CE08_20180211_230000.wav1
10827,3259,445,921,530,0,0,0,0,12,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,23,3,CE08_20180211_230000.wav2
10828,2945,338,952,902,0,0,0,0,29,1,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,23,4,CE08_20180211_230000.wav3
10829,2695,339,1027,1092,0,0,0,0,11,3,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,23,5,CE08_20180211_230000.wav4
10830,2849,454,1214,639,0,0,0,0,4,7,0,0,0,0,0,0,Ceibo,CE08,2018,2,11,23,6,CE08_20180211_230000.wav5
10831,4132,198,810,27,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,1,1,CE08_20180212_010000.wav
10832,4436,44,559,128,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,1,2,CE08_20180212_010000.wav1
10833,4057,231,666,213,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,1,3,CE08_20180212_010000.wav2
10834,4323,72,659,113,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,1,4,CE08_20180212_010000.wav3
10835,3558,351,999,259,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,1,5,CE08_20180212_010000.wav4
10836,3728,369,794,274,0,0,0,0,2,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,1,6,CE08_20180212_010000.wav5
10837,3854,276,1014,23,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,2,1,CE08_20180212_020000.wav
10838,3649,354,1125,39,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,2,2,CE08_20180212_020000.wav1
10839,3828,430,868,41,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,2,3,CE08_20180212_020000.wav2
10840,3813,247,1080,27,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,2,4,CE08_20180212_020000.wav3
10841,3255,251,1561,100,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,2,5,CE08_20180212_020000.wav4
10842,3571,299,1175,122,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,2,6,CE08_20180212_020000.wav5
10843,3480,549,1075,63,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,3,1,CE08_20180212_030000.wav
10844,3605,371,1135,56,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,3,2,CE08_20180212_030000.wav1
10845,3325,552,1277,13,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,3,3,CE08_20180212_030000.wav2
10846,3667,417,1077,6,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,3,4,CE08_20180212_030000.wav3
10847,3680,533,953,1,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,3,5,CE08_20180212_030000.wav4
10848,3715,486,957,9,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,3,6,CE08_20180212_030000.wav5
10849,5076,11,75,5,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,7,1,CE08_20180212_070000.wav
10850,5117,9,27,14,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,7,2,CE08_20180212_070000.wav1
10851,5061,32,38,35,1,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,7,3,CE08_20180212_070000.wav2
10852,5097,0,25,40,5,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,7,4,CE08_20180212_070000.wav3
10853,4981,5,142,39,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,7,5,CE08_20180212_070000.wav4
10854,4974,69,124,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,7,6,CE08_20180212_070000.wav5
10855,4895,0,170,99,3,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,8,1,CE08_20180212_080000.wav
10856,4809,0,199,156,3,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,8,2,CE08_20180212_080000.wav1
10857,4720,1,191,255,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,8,3,CE08_20180212_080000.wav2
10858,4773,6,262,126,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,8,4,CE08_20180212_080000.wav3
10859,4509,38,411,208,1,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,8,5,CE08_20180212_080000.wav4
10860,4426,1,363,376,0,1,0,0,0,0,0,0,0,0,0,0,Ceibo,CE08,2018,2,12,8,6,CE08_20180212_080000.wav5
10861,1,4,3,5159,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE09,2018,2,9,18,1,CE09_20180209_180000.wav
10862,0,0,0,5167,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE09,2018,2,9,18,2,CE09_20180209_180000.wav1
10863,974,1,228,3932,0,0,1,30,1,0,0,0,0,0,0,0,Ceibo,CE09,2018,2,9,18,3,CE09_20180209_180000.wav2
10864,842,1,5,4319,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE09,2018,2,9,18,4,CE09_20180209_180000.wav3
10865,1339,0,27,3801,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE09,2018,2,9,18,5,CE09_20180209_180000.wav4
10866,3303,5,52,1807,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE09,2018,2,9,18,6,CE09_20180209_180000.wav5
10867,570,20,3963,603,0,0,0,10,1,0,0,0,0,0,0,0,Ceibo,CE09,2018,2,9,19,1,CE09_20180209_190000.wav
10868,670,18,4079,392,0,0,0,7,1,0,0,0,0,0,0,0,Ceibo,CE09,2018,2,9,19,2,CE09_20180209_190000.wav1
10869,472,19,4474,194,0,0,0,6,2,0,0,0,0,0,0,0,Ceibo,CE09,2018,2,9,19,3,CE09_20180209_190000.wav2
10870,499,12,4283,372,0,0,0,1,0,0,0,0,0,0,0,0,Ceibo,CE09,2018,2,9,19,4,CE09_20180209_190000.wav3
10871,955,10,3895,305,0,0,0,2,0,0,0,0,0,0,0,0,Ceibo,CE09,2018,2,9,19,5,CE09_20180209_190000.wav4
